no2,co,so2,o3,pm10,pm25
2.26,0.0864,0.17,25.47,43.11,30.71
1.57,0.0695,1.16,25.92,24.1,17.17
1.67,0.071,0.95,26.21,15.67,11.19
1.72,0.0783,0.5,26.05,30.95,22.13
1.55,0.0739,0.3,25.78,18.03,12.87
1.57,0.0803,0.26,25.49,20.82,14.74
2.08,0.0727,0.26,25.67,22.81,16.16
1.9,0.0685,0.19,25.54,24.47,17.32
1.63,0.0686,0.14,25.55,23.48,16.6
1.53,0.0756,0.12,25.45,21.83,15.46
1.7,0.0796,0.14,25.75,21.72,15.31
2.38,0.1111,0.18,26.35,44.73,31.64
2.03,0.1267,0.17,26.2,44.47,31.55
1.47,0.0912,0.11,26.57,41.98,29.78
1.34,0.0779,0.12,26.4,23.55,16.66
1.69,0.0838,0.18,26.37,34.21,24.15
2.08,0.0857,0.25,26.19,38.11,27.06
2.11,0.1125,0.33,26.8,40.33,28.67
2.51,0.1083,0.52,27.36,60.39,43.04
2.04,0.0822,0.35,26.83,33.3,23.81
1.63,0.0748,0.13,26.53,40.04,28.4
2.05,0.0856,0.18,26.16,37.48,26.83
1.98,0.0856,0.26,25.78,31.28,22.79
1.96,0.0841,0.2,25.6,27.68,20.04
1.75,0.0796,0.21,25.81,31.14,22.67
1.66,0.0758,0.16,25.93,26.54,19.24
1.53,0.0849,0.12,27.04,18.08,12.83
1.98,0.0773,0.18,27.21,15.05,10.68
2.13,0.073,0.21,26.73,27.75,19.73
1.8,0.0756,0.23,26.39,17.43,12.42
1.42,0.0804,0.56,26.03,21.9,15.5
1.72,0.0751,0.3,26.07,22.35,15.81
1.54,0.0685,0.15,25.73,18.91,13.35
1.91,0.0718,0.22,25.68,16.93,12.01
2.06,0.0829,0.26,25.82,23.34,16.59
2.21,0.0957,0.25,26.52,35.87,25.71
2.18,0.0952,0.23,27.53,21.87,15.65
1.81,0.0942,0.43,26.82,30.84,21.96
1.57,0.0876,0.37,26.44,21.83,15.51
1.95,0.0769,0.27,25.89,21.84,15.45
1.88,0.0748,0.19,25.81,19.9,14.08
1.79,0.0832,0.19,26.02,29.45,20.77
1.88,0.0816,0.18,26.9,24.75,17.53
1.73,0.0829,0.24,27.17,15.45,10.96
1.48,0.0846,0.35,26.95,19.17,13.56
1.85,0.0927,0.73,27.08,28.38,20.25
1.57,0.0947,0.41,27.36,34.9,24.99
1.67,0.0765,0.34,29.64,20.6,14.62
1.83,0.0852,0.35,28.09,23.66,16.67
1.78,0.0785,0.27,27.74,21.95,15.49
1.82,0.0794,0.43,28.41,25.39,17.87
1.85,0.0728,0.53,28.8,25.33,17.81
1.76,0.0716,0.47,28.48,23.69,16.48
1.48,0.065,0.37,28.34,18.34,12.6
1.37,0.0644,0.37,26.88,17.18,11.63
1.55,0.0657,0.38,26.9,21.45,14.28
1.77,0.0644,0.4,29.85,22.4,15.04
1.95,0.0683,0.42,30.5,22.07,14.95
1.76,0.0662,0.4,30.09,24.54,16.68
1.81,0.0621,0.27,29.62,21.95,15.2
1.8,0.0654,0.56,30.03,25.43,17.67
1.61,0.0653,0.38,30.12,18.48,12.98
1.58,0.0653,0.5,28.89,26.11,17.88
1.42,0.0649,0.36,29.74,23.79,15.79
1.56,0.0633,0.3,30.33,24.21,16.11
1.51,0.068,0.33,31.05,23.81,15.81
1.67,0.0624,0.24,30.63,20.25,13.43
1.96,0.0657,0.39,31.11,27.3,18.26
2.04,0.0659,0.42,30.95,24.23,16.34
1.83,0.0697,0.37,30.2,18.84,12.96
2.02,0.0712,0.28,30.85,24.52,16.62
2.24,0.0728,0.33,32.11,33.64,23.14
1.95,0.0767,0.32,32.23,21.61,14.94
1.68,0.0755,0.2,32.36,22.42,15.25
1.73,0.073,0.17,31.9,24.33,16.9
1.89,0.0751,0.36,30.39,17.94,12.52
1.75,0.0754,0.49,30.38,18.89,13.12
1.61,0.0753,0.26,29.82,11.94,8.4
1.92,0.0739,0.47,29.53,24.19,16.5
2.09,0.0729,0.36,31.14,21.73,14.96
2.25,0.0881,0.39,32.75,39.36,27.18
2.55,0.0988,0.33,33.99,35.16,24.62
2.39,0.1012,0.34,35.52,41.85,29.15
2.52,0.0949,0.43,36.05,32.85,23.07
2.58,0.096,0.51,35.66,35.51,24.99
2.33,0.095,0.38,36.51,38.8,26.91
2.33,0.0927,0.33,38.48,34.41,24.17
2.36,0.0954,0.32,37.94,27.78,19.56
2.0,0.0993,0.41,35.77,31.1,21.7
1.8,0.0861,0.37,34.05,26.46,18.34
1.98,0.0709,0.35,31.85,23.45,16.27
1.72,0.0696,0.39,30.17,18.77,12.88
1.36,0.07,0.38,29.21,15.53,10.51
1.78,0.0696,0.37,29.54,20.31,13.74
2.03,0.0708,0.36,30.89,23.28,15.78
1.92,0.0673,0.47,30.46,17.47,12.13
2.06,0.0744,0.37,30.99,21.83,15.08
1.97,0.0792,0.39,30.64,27.2,18.68
1.93,0.0777,0.28,30.8,23.2,16.08
1.62,0.0761,0.31,32.38,24.29,16.05
1.62,0.0811,0.31,35.92,21.06,13.97
1.17,0.0771,0.34,35.91,19.45,12.55
1.29,0.0813,0.36,36.27,18.15,11.97
1.27,0.0825,0.32,36.42,18.06,11.92
1.71,0.085,0.33,35.25,27.06,17.66
2.09,0.083,0.29,35.05,30.8,20.19
1.96,0.0774,0.32,34.94,28.17,18.81
1.88,0.0666,0.4,34.04,26.33,18.04
1.97,0.0697,0.45,31.97,29.7,20.15
1.99,0.0726,0.45,30.81,28.2,19.22
1.96,0.0724,0.35,30.17,25.27,17.3
1.62,0.0685,0.37,30.39,21.47,14.82
1.67,0.0691,0.36,31.16,17.69,12.32
2.12,0.0679,0.44,30.59,26.87,18.43
1.67,0.0723,0.43,31.91,26.13,18.0
1.57,0.0705,0.35,31.7,19.6,13.26
1.78,0.0783,0.33,33.28,23.82,16.04
2.39,0.0787,0.37,31.85,18.9,13.18
2.11,0.0788,0.32,32.4,31.01,21.39
1.55,0.0722,0.35,35.22,23.73,15.62
1.8,0.0822,0.39,36.16,22.81,15.42
2.26,0.0878,0.4,35.4,30.15,20.95
2.25,0.0777,0.36,32.92,26.39,18.42
1.56,0.0702,0.37,32.03,18.56,12.76
1.09,0.0717,0.33,32.75,15.9,10.25
1.19,0.072,0.32,35.43,17.5,11.26
1.17,0.0704,0.23,33.89,16.88,10.98
1.16,0.0673,0.25,29.88,18.72,12.19
1.19,0.0693,0.32,31.83,15.37,10.07
1.23,0.076,0.41,35.56,20.28,13.04
1.17,0.0846,0.33,36.75,24.01,15.34
1.35,0.0816,0.34,37.14,18.61,12.04
1.64,0.0811,0.34,37.18,26.04,16.94
1.49,0.0789,0.31,36.2,16.97,11.41
1.41,0.0756,0.31,36.38,21.68,14.35
1.33,0.075,0.3,36.37,17.43,11.62
1.2,0.0757,0.29,35.38,19.07,12.52
1.17,0.0919,0.3,36.14,24.26,15.88
1.49,0.0859,0.28,35.55,22.99,15.28
1.6,0.0874,0.29,34.75,21.03,14.22
1.41,0.0854,0.27,34.3,18.34,12.27
1.56,0.0841,0.34,32.27,23.26,15.3
2.24,0.0812,0.43,34.02,28.16,19.25
1.98,0.0813,0.3,32.94,23.96,16.45
2.01,0.0792,0.38,33.03,24.15,16.84
2.2,0.0811,0.31,33.21,29.44,20.37
1.81,0.0714,0.34,31.9,20.09,13.82
2.05,0.0763,0.36,34.51,19.85,13.92
1.93,0.0759,0.35,34.39,23.47,16.3
1.76,0.0759,0.37,32.63,18.18,12.7
1.41,0.0799,0.28,32.94,18.49,12.68
1.18,0.077,0.28,34.56,16.15,10.68
1.04,0.0814,0.28,38.61,18.76,11.93
1.55,0.0777,0.33,38.75,19.96,13.39
1.81,0.0774,0.3,36.14,18.79,12.84
1.5,0.0784,0.32,35.04,18.2,12.25
1.6,0.0776,0.3,36.05,22.75,15.11
1.67,0.0757,0.29,36.6,17.14,11.78
1.27,0.0742,0.25,35.63,16.54,11.15
1.53,0.073,0.3,36.0,15.67,10.76
1.68,0.0761,0.25,35.99,21.95,14.9
1.99,0.0731,0.26,34.91,25.94,18.04
1.9,0.0723,0.3,35.9,35.96,24.79
1.76,0.0714,0.26,34.3,20.07,13.75
1.83,0.0714,0.36,34.12,19.42,13.45
1.84,0.0695,0.37,33.06,20.08,14.1
2.07,0.0714,0.33,34.08,24.83,17.5
2.58,0.0982,0.34,34.44,35.42,25.01
2.51,0.0954,0.33,35.06,39.43,27.88
2.13,0.0882,0.33,34.92,26.22,18.42
2.2,0.0824,0.29,34.47,22.84,15.91
1.82,0.0731,0.27,34.63,25.4,17.35
1.84,0.0744,0.36,33.38,21.92,15.24
2.04,0.073,0.33,35.33,24.42,17.1
2.18,0.0721,0.33,34.74,34.46,23.47
1.77,0.074,0.31,33.65,22.34,15.45
2.12,0.073,0.34,32.35,25.07,17.51
2.39,0.0706,0.35,33.16,36.45,25.53
2.62,0.0699,0.33,34.63,31.02,22.06
2.21,0.0729,0.39,33.62,34.34,24.42
1.59,0.0719,0.29,34.98,17.08,11.84
1.19,0.0737,0.3,35.7,17.14,11.32
1.51,0.075,0.33,35.05,21.14,14.32
1.58,0.0762,0.32,35.55,21.59,14.65
1.54,0.0776,0.3,36.42,19.48,13.37
1.37,0.0775,0.28,37.45,19.26,12.76
1.23,0.0801,0.29,38.62,17.14,11.26
1.31,0.0828,0.3,38.5,16.06,10.68
1.03,0.0805,0.3,38.81,16.63,10.93
1.21,0.0781,0.28,37.98,14.46,9.56
1.28,0.0733,0.26,36.45,14.48,9.66
1.27,0.0751,0.3,35.09,13.57,8.92
2.18,0.0823,0.36,36.45,33.09,22.83
1.75,0.0837,0.36,36.04,51.24,35.72
1.71,0.0801,0.39,34.22,27.96,19.26
1.13,0.076,0.35,32.2,19.72,13.46
1.27,0.0831,0.31,34.74,19.99,13.33
1.0,0.0962,0.26,39.74,21.01,13.89
1.26,0.0927,0.29,40.9,24.85,16.7
1.14,0.0893,0.29,41.96,18.49,12.21
1.47,0.0753,0.29,38.8,18.58,12.53
1.45,0.0752,0.31,33.71,17.1,11.8
1.78,0.0788,0.36,36.39,20.45,13.93
1.71,0.0845,0.32,38.03,19.08,12.91
1.59,0.0741,0.31,37.63,18.63,12.74
1.47,0.0814,0.34,34.37,20.78,14.18
1.26,0.0865,0.32,36.55,15.69,10.57
1.2,0.08,0.28,37.48,19.26,12.83
1.44,0.0763,0.36,34.59,20.72,13.97
1.61,0.0778,0.3,34.76,19.77,13.41
1.37,0.0729,0.33,32.38,20.12,13.42
1.67,0.0776,0.32,35.31,16.07,11.18
1.53,0.076,0.26,35.67,22.05,15.21
1.08,0.0707,0.29,31.33,10.87,7.41
1.41,0.0781,0.37,30.97,13.63,9.21
1.33,0.0815,0.31,33.54,17.93,11.74
1.48,0.0813,0.36,34.19,16.03,10.93
1.6,0.0793,0.29,35.43,20.1,13.62
1.04,0.0796,0.28,34.9,21.94,14.34
1.59,0.0795,0.32,34.55,18.38,12.61
1.71,0.0805,0.36,33.4,16.38,11.4
1.57,0.0818,0.32,32.87,18.09,12.31
1.82,0.0806,0.33,34.43,22.43,15.6
1.53,0.082,0.32,33.6,24.6,16.81
1.54,0.0832,0.37,35.17,22.01,15.27
2.01,0.0844,0.39,37.93,33.44,23.64
1.54,0.0809,0.29,35.52,18.02,12.34
1.36,0.0706,0.2,34.89,13.22,9.15
1.63,0.0708,0.37,31.26,17.76,12.26
1.19,0.0703,0.31,29.2,20.9,13.98
1.48,0.0766,0.42,32.1,16.71,11.68
1.37,0.0738,0.33,32.24,16.86,11.79
1.22,0.0703,0.41,32.12,13.23,9.22
0.95,0.067,0.29,30.22,16.3,10.78
1.03,0.0627,0.25,28.66,14.52,9.73
1.26,0.0688,0.32,29.74,13.8,9.32
1.21,0.0703,0.37,30.67,17.4,11.69
1.02,0.0722,0.33,30.18,16.52,11.05
1.24,0.0737,0.36,30.31,22.33,15.06
1.33,0.0717,0.4,30.25,14.44,9.87
1.3,0.0707,0.28,32.85,19.7,13.36
1.2,0.0717,0.35,32.53,20.11,13.45
1.22,0.0722,0.3,32.5,18.77,12.69
1.15,0.0712,0.36,33.22,20.99,14.23
1.09,0.0692,0.31,32.55,17.71,11.83
1.2,0.0704,0.35,32.74,18.85,12.58
1.19,0.0691,0.34,31.05,12.57,8.59
1.1,0.0702,0.35,31.72,20.6,13.47
1.18,0.0637,0.36,31.62,13.95,9.33
1.34,0.0676,0.4,30.93,15.17,10.43
1.5,0.067,0.51,30.19,12.75,8.89
1.54,0.0648,0.38,30.36,16.32,11.39
1.5,0.0621,0.37,30.51,18.02,12.5
1.18,0.0607,0.28,29.65,15.58,10.71
1.4,0.0608,0.5,28.52,20.17,13.83
1.2,0.0578,0.24,27.75,15.55,10.6
1.25,0.0586,0.36,27.4,15.59,10.6
1.54,0.0616,0.32,27.92,22.05,15.04
1.14,0.0591,0.31,27.9,15.21,10.39
1.39,0.0587,0.37,27.7,15.63,10.61
1.37,0.0598,0.37,28.64,15.31,10.62
1.43,0.0584,0.27,28.16,17.23,12.01
1.32,0.0571,0.2,27.95,18.75,12.98
1.53,0.0581,0.23,27.56,24.16,16.99
1.53,0.0566,0.24,27.41,24.15,16.85
1.23,0.0569,0.29,27.2,20.77,14.24
1.25,0.0585,0.29,27.86,15.33,10.51
1.35,0.0573,0.23,27.85,15.0,10.41
1.53,0.0576,0.25,27.33,23.71,16.54
1.47,0.058,0.28,28.02,25.0,17.52
1.48,0.0582,0.26,27.33,16.73,11.79
1.37,0.0601,0.38,26.74,14.46,10.19
1.48,0.0545,0.26,27.19,28.45,19.66
1.29,0.0542,0.36,27.78,24.2,16.76
1.31,0.057,0.39,27.66,18.16,12.53
1.64,0.0549,0.25,27.17,25.44,17.41
1.67,0.0603,0.59,27.51,18.28,12.69
1.42,0.0574,0.32,28.18,25.12,17.15
1.22,0.0566,0.33,28.0,15.29,10.41
1.4,0.0562,0.34,27.66,18.9,12.96
1.49,0.0561,0.5,27.66,24.75,16.92
1.51,0.0588,0.33,27.55,21.72,14.86
1.54,0.0534,0.2,27.11,22.01,15.24
1.51,0.0516,0.2,27.26,14.96,10.45
1.36,0.0536,0.35,28.22,12.99,9.08
1.45,0.0583,0.47,27.68,12.82,8.97
1.3,0.053,0.22,26.69,16.66,11.54
1.59,0.0551,0.27,26.96,15.42,10.79
1.48,0.0573,0.52,26.91,22.94,15.93
1.47,0.0582,0.38,26.67,34.58,24.0
1.5,0.0568,0.27,26.87,22.61,15.56
1.37,0.0534,0.24,26.52,23.32,16.07
1.45,0.0561,0.28,26.45,23.89,16.51
1.48,0.0595,0.33,26.7,16.02,11.13
1.67,0.0567,0.24,26.71,23.23,15.96
1.72,0.0609,0.51,26.99,16.88,11.66
1.53,0.059,0.44,27.74,17.76,12.2
1.5,0.0616,0.57,27.69,24.23,16.5
1.3,0.06,0.54,27.72,13.24,9.0
1.44,0.0557,0.26,27.68,16.73,11.45
1.36,0.0562,0.3,27.89,15.04,10.45
1.48,0.0549,0.26,27.34,28.73,19.75
1.57,0.0552,0.35,27.05,23.25,16.06
1.32,0.0541,0.27,26.79,13.47,9.4
1.21,0.0534,0.19,26.67,12.31,8.6
1.55,0.0538,0.26,26.44,21.34,14.87
1.52,0.0554,0.31,26.49,15.23,10.65
1.59,0.0554,0.33,26.5,19.8,13.8
1.4,0.0559,0.32,26.35,16.5,11.52
1.33,0.0537,0.25,26.35,14.32,9.97
1.23,0.0526,0.23,25.97,17.99,12.19
1.68,0.0527,0.25,25.64,15.08,10.32
1.35,0.0556,0.4,25.76,16.81,11.45
1.23,0.0536,0.22,25.9,16.93,11.6
1.11,0.0528,0.2,26.11,11.6,7.96
1.24,0.054,0.26,26.65,16.62,11.38
1.17,0.0528,0.26,26.37,22.66,15.47
1.37,0.053,0.2,26.08,20.84,14.23
1.46,0.0534,0.22,26.15,21.28,14.43
1.35,0.0573,0.48,26.17,19.55,13.38
1.36,0.0579,0.35,26.38,15.26,10.52
1.13,0.0537,0.21,26.53,19.76,13.64
1.59,0.0542,0.22,26.34,16.88,11.73
1.48,0.0546,0.39,26.2,18.61,12.93
1.29,0.0579,0.34,26.72,18.23,12.55
1.28,0.0586,0.18,26.47,16.41,11.42
1.61,0.0587,0.19,26.53,26.09,18.2
1.52,0.0597,0.18,26.58,17.19,12.05
1.41,0.0578,0.17,27.02,25.2,17.41
1.58,0.0567,0.3,27.1,19.14,13.56
1.71,0.0573,0.22,27.43,26.8,18.8
1.87,0.0568,0.24,26.4,22.16,15.54
1.74,0.0606,0.54,26.87,19.86,14.03
1.13,0.055,0.25,26.89,24.51,17.2
1.36,0.055,0.23,26.7,19.06,13.47
1.4,0.0557,0.21,27.12,10.22,7.22
1.48,0.0588,0.42,26.83,17.03,11.76
1.4,0.0604,0.45,26.78,19.58,13.39
1.28,0.0625,0.51,26.45,18.57,12.81
1.12,0.0556,0.24,25.82,10.6,7.36
1.05,0.055,0.22,25.61,11.7,7.89
1.47,0.0595,0.55,25.71,28.56,19.13
1.64,0.0604,0.53,25.88,20.84,14.42
1.4,0.059,0.4,25.86,16.81,11.69
1.44,0.0548,0.22,25.97,24.74,17.09
1.55,0.0555,0.22,26.29,24.03,16.76
1.58,0.056,0.22,26.52,17.49,12.23
1.48,0.0576,0.17,26.83,15.18,10.64
1.69,0.0579,0.2,26.76,11.79,8.31
1.48,0.0628,0.24,26.79,12.47,8.74
1.64,0.055,0.32,27.21,27.33,18.96
1.48,0.058,0.28,27.6,18.32,12.75
1.05,0.0624,0.29,27.4,12.93,9.02
1.18,0.0612,0.28,27.52,12.36,8.69
1.29,0.0585,0.34,28.67,26.57,18.63
1.51,0.0581,0.35,30.6,27.33,19.18
1.72,0.0596,0.34,28.76,23.08,16.07
1.65,0.0646,0.44,28.08,26.67,18.32
1.59,0.0669,0.44,27.43,24.12,16.35
1.52,0.0602,0.35,26.96,24.99,16.88
1.9,0.0639,0.45,26.99,22.0,15.14
1.62,0.0622,0.29,26.79,25.74,17.61
1.64,0.0683,0.56,26.7,18.52,12.87
1.4,0.0662,0.42,27.06,21.94,15.18
1.3,0.0623,0.37,27.03,18.3,12.62
1.5,0.0598,0.2,26.76,11.15,7.86
1.6,0.0608,0.31,26.82,28.38,19.84
1.5,0.0628,0.23,26.92,28.02,19.54
1.51,0.0582,0.26,26.96,14.33,10.09
1.53,0.058,0.28,27.23,16.39,11.51
1.63,0.0591,0.27,26.86,20.83,14.54
1.72,0.0597,0.23,26.78,21.89,15.23
1.61,0.061,0.26,26.76,16.39,11.6
1.57,0.0601,0.23,26.9,29.3,20.52
1.55,0.0613,0.41,26.89,20.94,14.58
1.56,0.0625,0.35,27.49,12.24,8.6
1.62,0.0658,0.38,27.39,21.65,15.18
1.84,0.0687,0.45,26.51,24.36,16.89
1.66,0.0635,0.28,26.8,21.68,15.03
1.23,0.068,0.63,27.11,16.49,11.51
1.53,0.0786,0.62,27.28,30.8,21.52
1.56,0.0634,0.39,27.3,20.48,14.4
1.69,0.0611,0.26,27.39,21.57,14.95
1.83,0.0601,0.2,27.3,36.13,25.07
1.4,0.0617,0.27,26.85,18.75,13.08
1.42,0.0635,0.44,27.07,17.95,12.33
1.5,0.0639,0.45,28.36,21.64,14.83
1.55,0.0641,0.46,28.89,21.34,14.78
1.4,0.0653,0.47,28.34,20.57,14.07
1.19,0.0622,0.4,28.53,20.56,13.81
1.52,0.062,0.47,27.4,19.16,13.2
1.46,0.062,0.23,27.77,22.04,15.24
1.71,0.0646,0.23,28.71,26.41,18.4
1.62,0.0646,0.25,29.92,18.77,13.17
1.68,0.0679,0.22,29.66,19.88,13.93
1.3,0.0703,0.2,29.94,20.68,14.49
1.44,0.0733,0.22,30.27,19.63,13.82
1.84,0.0742,0.18,29.41,23.69,16.75
1.39,0.0756,0.27,28.73,20.82,14.67
1.42,0.0725,0.29,28.69,17.13,12.07
1.71,0.0697,0.17,28.69,14.07,9.94
1.81,0.0701,0.2,28.91,19.51,13.72
2.07,0.0681,0.19,29.52,31.3,22.21
1.98,0.0736,0.27,28.84,23.1,16.44
1.75,0.076,0.33,28.77,24.57,17.49
1.81,0.0801,0.24,28.84,32.39,23.09
1.54,0.0824,0.32,28.84,28.98,20.61
1.59,0.0792,0.45,28.8,25.06,17.83
1.48,0.0658,0.23,28.65,23.6,16.72
1.76,0.0656,0.22,28.75,26.73,18.89
1.75,0.0676,0.36,28.11,21.1,14.82
1.5,0.0623,0.23,27.51,18.68,13.05
1.71,0.0646,0.47,27.98,21.94,15.29
1.73,0.0655,0.4,28.47,26.53,18.49
1.86,0.0657,0.32,28.27,17.27,12.05
1.46,0.0621,0.49,27.53,17.36,12.03
1.42,0.0645,0.34,27.06,15.13,10.62
1.42,0.0694,0.44,28.02,23.38,16.51
1.58,0.0665,0.37,29.82,27.88,19.6
1.49,0.0634,0.34,30.45,18.25,12.63
1.5,0.0613,0.21,27.48,24.25,16.68
1.56,0.0619,0.3,26.53,28.85,19.92
1.84,0.0633,0.42,27.45,19.6,13.74
1.56,0.061,0.21,28.63,21.51,15.07
1.7,0.0627,0.31,29.27,22.09,15.61
1.89,0.0676,0.57,29.18,22.68,15.98
1.72,0.0673,0.43,29.31,16.22,11.45
1.87,0.066,0.35,29.58,16.95,11.98
1.81,0.0688,0.44,29.11,22.32,15.29
2.01,0.0675,0.55,29.94,23.29,16.09
1.75,0.0717,0.51,30.63,19.58,13.53
1.63,0.0688,0.49,31.2,16.19,11.27
1.8,0.0705,0.62,30.79,20.6,14.21
1.8,0.0716,0.63,31.29,23.27,15.86
1.9,0.0696,0.46,31.43,24.33,16.59
1.62,0.0642,0.34,30.89,22.04,15.02
1.77,0.0626,0.61,29.49,19.08,13.27
2.16,0.0663,0.49,29.33,27.33,19.1
1.84,0.0654,0.51,28.83,18.39,12.97
1.76,0.0676,0.45,29.35,20.65,14.36
1.99,0.0676,0.48,29.0,22.61,15.67
1.83,0.0668,0.42,30.14,18.09,12.53
1.69,0.068,0.42,32.38,19.19,13.18
1.58,0.0698,0.43,31.23,21.23,14.17
1.4,0.0695,0.42,31.28,19.57,12.83
1.53,0.0706,0.39,31.55,19.01,12.77
1.66,0.0696,0.38,30.73,19.76,13.26
1.35,0.0668,0.42,31.12,14.55,9.89
1.44,0.0708,0.4,31.61,16.19,10.73
1.81,0.0694,0.4,34.13,20.87,13.95
1.62,0.067,0.43,32.83,18.69,12.68
1.54,0.0678,0.46,33.25,23.03,15.77
1.64,0.0643,0.28,32.59,18.17,12.52
2.1,0.0629,0.19,31.14,23.76,16.68
2.05,0.0714,0.19,31.18,28.75,20.2
2.18,0.0738,0.23,29.9,28.47,20.15
2.1,0.072,0.2,28.39,32.1,22.7
1.68,0.0712,0.23,28.56,19.38,13.61
2.12,0.0693,0.57,28.77,27.06,18.65
2.28,0.0704,0.43,30.63,21.96,15.19
1.94,0.0716,0.58,31.54,30.94,21.41
1.98,0.0705,0.5,32.58,29.13,20.23
2.01,0.0668,0.39,33.73,24.76,17.4
2.22,0.0686,0.37,33.89,26.29,18.53
1.79,0.0701,0.42,33.64,25.41,17.54
1.8,0.0739,0.39,33.27,26.51,18.21
1.63,0.0802,0.42,33.6,29.41,20.0
1.62,0.0765,0.35,34.8,28.15,19.46
1.69,0.077,0.49,34.55,23.03,15.91
1.51,0.0789,0.6,32.9,19.8,13.64
1.86,0.0818,0.49,33.51,21.88,15.03
1.62,0.0765,0.39,33.25,24.39,16.73
1.91,0.073,0.42,32.67,24.29,16.93
1.98,0.073,0.45,32.69,23.03,15.95
1.82,0.0685,0.49,31.85,16.5,11.48
2.11,0.0696,0.56,30.73,27.88,19.42
1.67,0.0668,0.38,30.92,26.56,18.37
1.24,0.0712,0.46,33.28,14.06,9.63
1.09,0.0789,0.32,37.0,18.51,12.01
1.18,0.0718,0.37,36.01,16.18,10.75
1.29,0.0711,0.5,36.06,15.47,10.55
1.7,0.0708,0.48,35.18,14.38,10.01
1.85,0.0714,0.4,34.91,18.37,12.75
2.01,0.0775,0.45,36.26,26.85,18.57
1.85,0.07,0.43,34.5,25.37,17.52
1.85,0.0706,0.33,33.89,22.45,15.4
1.49,0.0671,0.4,32.91,19.6,13.32
1.94,0.0732,0.42,31.96,31.18,21.6
1.88,0.0708,0.39,30.1,23.65,16.41
1.85,0.0654,0.23,27.67,26.85,18.65
1.83,0.0643,0.27,26.76,26.31,18.36
1.46,0.0723,0.4,27.04,16.12,11.32
1.33,0.0701,0.3,26.99,18.84,13.19
1.77,0.0653,0.35,30.04,27.77,19.45
2.11,0.0629,0.39,31.88,29.29,20.54
2.01,0.069,0.65,31.28,27.74,19.39
1.95,0.0664,0.56,29.88,19.59,13.65
1.8,0.0687,0.51,29.71,20.65,14.19
1.39,0.0735,0.41,32.04,19.12,12.8
1.28,0.0753,0.42,32.64,16.74,11.27
1.44,0.0745,0.43,32.75,20.96,13.98
1.19,0.0762,0.4,35.58,17.2,11.09
0.97,0.0778,0.41,37.41,16.45,10.54
1.07,0.0831,0.29,36.66,18.2,11.62
1.24,0.0849,0.35,35.13,23.71,14.92
1.55,0.0846,0.25,34.07,28.54,18.81
1.51,0.0727,0.28,34.97,19.54,13.3
1.3,0.068,0.29,35.59,15.35,10.37
1.33,0.069,0.31,31.95,13.49,9.28
1.64,0.0712,0.34,32.8,16.74,11.54
1.48,0.0726,0.32,32.28,27.78,19.01
1.9,0.0747,0.24,31.31,17.66,12.42
1.85,0.0748,0.23,32.17,24.34,17.12
2.13,0.0706,0.28,30.24,26.35,18.45
1.93,0.0625,0.24,28.72,25.18,17.56
1.71,0.0592,0.23,27.56,24.17,16.79
1.88,0.0601,0.24,27.21,19.43,13.67
1.66,0.0625,0.39,27.34,21.37,14.92
1.73,0.0642,0.42,28.12,20.06,14.11
1.52,0.0709,0.33,30.64,21.39,14.76
1.56,0.0692,0.43,30.74,20.9,14.3
1.57,0.0705,0.38,32.49,16.09,10.96
1.28,0.0778,0.39,35.09,18.33,12.1
1.24,0.0756,0.47,37.35,17.72,11.87
1.65,0.0704,0.46,38.59,16.82,11.6
1.66,0.0672,0.43,39.29,21.58,14.75
1.52,0.0742,0.48,38.33,18.19,12.32
1.49,0.0785,0.29,37.2,12.79,8.94
1.61,0.0783,0.28,35.69,14.84,10.18
1.66,0.0852,0.32,35.28,24.8,16.65
1.88,0.1057,0.34,36.63,27.03,18.75
2.03,0.0934,0.29,37.15,22.72,15.83
1.5,0.0817,0.3,36.49,23.25,15.71
1.68,0.0737,0.31,35.85,22.31,15.23
1.54,0.0771,0.25,34.06,18.09,12.35
2.0,0.0707,0.25,31.53,23.22,16.08
1.74,0.0668,0.25,30.09,24.32,16.92
1.38,0.0748,0.41,28.23,14.76,10.25
1.98,0.0753,0.57,29.26,19.29,13.28
2.13,0.0736,0.42,33.28,21.53,14.81
1.85,0.0763,0.42,35.62,19.35,13.11
2.1,0.0699,0.38,34.85,15.95,11.07
1.62,0.0719,0.33,33.74,15.15,10.48
1.56,0.0777,0.44,34.55,22.49,15.55
1.82,0.0722,0.34,36.72,24.5,16.88
1.79,0.0637,0.37,36.73,20.08,13.9
1.62,0.0674,0.38,35.71,15.89,10.79
1.95,0.0733,0.4,33.42,23.54,15.61
2.0,0.0657,0.31,33.89,15.42,10.67
1.61,0.0607,0.3,31.85,19.31,13.27
1.92,0.0664,0.56,29.81,26.16,18.2
1.66,0.0674,0.44,30.07,19.91,13.81
1.51,0.065,0.44,32.61,16.51,11.23
1.29,0.063,0.33,33.82,15.62,10.62
1.7,0.0715,0.34,39.24,18.67,12.85
1.88,0.0712,0.53,37.83,24.4,16.32
1.85,0.0729,0.39,36.48,24.44,16.56
1.91,0.0722,0.39,34.59,25.2,16.97
1.62,0.0818,0.42,35.18,23.29,15.86
1.93,0.0779,0.31,34.1,25.75,17.88
1.88,0.066,0.24,33.23,24.29,16.77
